	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10
Group:B	2.972469407e+01	4.883826861e+00	-2.525593688e+00	2.735933480e+00	3.113760974e+00	1.807541870e+00	1.749460156e+00	1.479899965e+00	1.177126507e+00	8.809149574e-01
Group:B	2.972469407e+01	6.692741491e+00	-4.107488324e+00	3.879329440e+00	4.277168107e+00	3.084940566e+00	2.660041296e+00	2.615562333e+00	1.809575598e+00	1.564982080e+00
Group:B	2.972469407e+01	-2.322572065e+00	3.273161417e-01	-3.586843122e-01	6.583288413e-01	-1.104907134e+00	-3.043098334e-01	-4.948859645e-01	-1.179279819e-01	-2.356205741e-01
Group:M	-5.029249186e+01	4.415021020e-02	-1.238485654e-01	1.846784917e+00	1.112093513e+00	8.390778730e-01	1.464143872e+00	1.320951795e+00	1.193230913e+00	1.281375428e+00
Group:M	-5.029249186e+01	6.262457651e+00	-2.987178078e+00	2.197115414e+00	2.029498799e+00	1.579469130e+00	1.432854446e+00	1.663656644e+00	1.400175588e+00	1.305819381e+00
Group:M	-5.029249186e+01	1.981509776e+00	-1.368637318e+00	1.584256559e-01	1.200397723e+00	1.427703644e+00	1.161633393e+00	1.470508024e+00	1.309844858e+00	1.110962617e+00
Group:M	-5.029249186e+01	-3.264005683e+00	6.732412779e-01	-9.824349496e-01	-6.082931500e-02	-7.657065894e-01	-4.389821999e-01	-5.775490805e-01	-1.997148469e-01	-2.420625356e-01
Group:M	-5.029249186e+01	-9.388024754e+00	4.844369773e+00	-4.701423516e+00	-4.582882527e+00	-3.939928419e+00	-2.807528926e+00	-3.327015193e+00	-2.060362058e+00	-1.906921258e+00
Group:M	-5.029249186e+01	1.008616221e+01	-5.960456495e+00	6.436413569e+00	5.692195612e+00	3.884172937e+00	3.130835849e+00	3.131628245e+00	2.304168873e+00	2.288035614e+00
Group:B	2.972469407e+01	-4.183644055e+00	2.016277984e+00	-1.859720266e+00	-1.390097731e+00	-1.611661074e+00	-5.010143091e-01	-3.826447118e-01	-3.833909363e-01	-1.988580112e-01
